"x","y"
71,143
99,199
8,17
92,185
19,39
73,147
81,163
98,197
19,39
4,9
57,115
28,57
71,143
47,95
49,99
71,143
74,149
72,145
31,63
28,57
36,73
64,129
17,35
70,141
51,103
21,43
45,91
48,97
52,105
88,177
2,5
26,53
83,167
67,135
1,3
9,19
7,15
21,43
78,157
72,145
79,159
67,135
95,191
48,97
60,121
60,121
46,93
51,103
50,101
30,61
58,117
63,127
33,67
17,35
8,17
2,5
18,37
95,191
100,201
52,105
75,151
88,177
91,183
81,163
24,49
59,119
87,175
5,11
56,113
1,3
87,175
59,119
28,57
60,121
67,135
24,49
47,95
14,29
26,53
7,15
68,137
62,125
100,201
44,89
6,13
31,63
76,153
98,197
51,103
38,77
67,135
10,21
15,31
77,155
16,33
84,169
82,165
58,117
89,179
6,13
92,185
1,3
48,97
30,61
89,179
92,185
87,175
30,61
36,73
30,61
75,151
82,165
44,89
86,173
76,153
39,79
84,169
1,3
38,77
15,31
26,53
46,93
89,179
83,167
69,139
53,107
52,105
38,77
82,165
34,69
1,3
57,115
34,69
99,199
17,35
49,99
76,153
21,43
16,33
10,21
92,185
81,163
99,199
45,91
85,171
61,123
43,87
79,159
66,133
19,39
26,53
13,27
89,179
93,187
13,27
41,83
49,99
77,155
67,135
31,63
20,41
62,125
90,181
71,143
5,11
53,107
10,21
44,89
33,67
45,91
62,125
80,161
12,25
77,155
79,159
33,67
80,161
64,129
65,131
40,81
20,41
47,95
6,13
62,125
16,33
8,17
77,155
29,59
82,165
56,113
74,149
87,175
94,189
5,11
2,5
93,187
15,31
82,165
44,89
49,99
14,29
85,171
40,81
94,189
94,189
69,139
73,147
27,55
66,133
59,119
38,77
94,189
88,177
24,49
81,163
98,197
36,73
75,151
97,195
100,201
19,39
27,55
48,97
15,31
84,169
57,115
14,29
39,79
46,93
17,35
87,175
55,111
89,179
84,169
25,51
67,135
27,55
1,3
62,125
55,111
41,83
32,65
74,149
19,39
34,69
31,63
44,89
38,77
33,67
66,133
82,165
54,109
85,171
1,3
82,165
26,53
30,61
40,81
21,43
11,23
61,123
16,33
65,131
71,143
26,53
22,45
43,87
83,167
62,125
22,45
99,199
30,61
64,129
79,159
51,103
87,175
97,195
45,91
63,127
15,31
2,5
34,69
47,95
53,107
26,53
31,63
80,161
72,145
53,107
27,55
91,183
91,183
39,79
35,71
28,57
21,43
77,155
4,9
48,97
37,75
73,147
2,5
59,119
60,121
13,27
54,109
8,17
31,63
99,199
15,31
54,109
78,157
14,29
82,165
73,147
33,67
87,175
92,185
67,135
43,87
7,15
51,103
62,125
9,19
82,165
70,141
84,169
11,23
24,49
63,127
83,167
54,109
39,79
85,171
65,131
41,83
84,169
99,199
14,29
80,161
2,5
47,95
31,63
77,155
28,57
34,69
44,89
87,175
73,147
4,9
88,177
83,167
73,147
1,3
51,103
43,87
7,15
45,91
56,113
9,19
66,133
24,49
24,49
82,165
29,59
46,93
99,199
1,3
33,67
11,23
40,81
49,99
7,15
71,143
37,75
4,9
34,69
76,153
47,95
17,35
91,183
67,135
71,143
50,101
5,11
29,59
28,57
23,47
45,91
28,57
93,187
75,151
8,17
15,31
7,15
10,21
52,105
55,111
16,33
93,187
88,177
69,139
31,63
70,141
23,47
11,23
11,23
7,15
88,177
53,107
97,195
11,23
84,169
46,93
70,141
2,5
13,27
27,55
71,143
70,141
7,15
91,183
21,43
30,61
7,15
8,17
35,71
50,101
59,119
20,41
68,137
100,201
7,15
40,81
42,85
38,77
31,63
79,159
93,187
60,121
80,161
80,161
85,171
94,189
66,133
45,91
19,39
73,147
50,101
46,93
13,27
25,51
95,191
94,189
21,43
28,57
9,19
19,39
93,187
92,185
10,21
41,83
68,137
54,109
93,187
86,173
69,139
6,13
1,3
85,171
22,45
32,65
91,183
86,173
38,77
22,45
83,167
84,169
77,155
37,75
11,23
79,159
32,65
85,171
62,125
23,47
22,45
59,119
31,63
41,83
50,101
6,13
31,63
87,175
8,17
36,73
32,65
33,67
27,55
95,191
23,47
22,45
73,147
2,5
83,167
78,157
85,171
20,41
94,189
61,123
86,173
74,149
31,63
62,125
55,111
78,157
91,183
77,155
5,11
3,7
59,119
29,59
56,113
97,195
54,109
72,145
97,195
68,137
85,171
50,101
20,41
37,75
14,29
38,77
24,49
75,151
37,75
78,157
31,63
48,97
90,181
52,105
51,103
16,33
17,35
43,87
52,105
27,55
38,77
73,147
91,183
45,91
6,13
28,57
97,195
1,3
59,119
8,17
13,27
73,147
68,137
99,199
68,137
47,95
92,185
25,51
95,191
35,71
80,161
79,159
24,49
21,43
36,73
24,49
95,191
39,79
82,165
73,147
13,27
89,179
42,85
4,9
70,141
88,177
81,163
83,167
98,197
72,145
73,147
97,195
100,201
51,103
45,91
62,125
17,35
11,23
41,83
25,51
60,121
34,69
36,73
1,3
65,131
54,109
42,85
53,107
28,57
77,155
78,157
37,75
44,89
16,33
16,33
43,87
93,187
19,39
46,93
53,107
90,181
51,103
58,117
21,43
21,43
94,189
64,129
21,43
89,179
95,191
2,5
80,161
73,147
3,7
32,65
5,11
2,5
10,21
50,101
100,201
8,17
81,163
81,163
66,133
21,43
35,71
35,71
17,35
62,125
68,137
13,27
85,171
70,141
73,147
84,169
100,201
22,45
66,133
29,59
93,187
59,119
26,53
78,157
48,97
24,49
90,181
31,63
25,51
57,115
99,199
71,143
37,75
38,77
15,31
86,173
76,153
99,199
13,27
6,13
52,105
76,153
54,109
37,75
18,37
86,173
70,141
75,151
3,7
43,87
50,101
64,129
43,87
94,189
97,195
87,175
35,71
85,171
1,3
15,31
1,3
80,161
56,113
1,3
9,19
68,137
88,177
6,13
95,191
49,99
22,45
60,121
32,65
24,49
89,179
11,23
69,139
62,125
83,167
13,27
90,181
20,41
65,131
96,193
23,47
44,89
2,5
68,137
86,173
55,111
6,13
96,193
76,153
84,169
22,45
20,41
88,177
89,179
32,65
1,3
59,119
25,51
57,115
64,129
47,95
80,161
3,7
95,191
25,51
61,123
76,153
95,191
24,49
14,29
76,153
25,51
86,173
30,61
13,27
5,11
32,65
52,105
56,113
48,97
19,39
72,145
17,35
62,125
86,173
5,11
66,133
26,53
69,139
100,201
34,69
39,79
78,157
61,123
94,189
46,93
27,55
70,141
49,99
55,111
85,171
29,59
93,187
38,77
50,101
38,77
13,27
53,107
73,147
51,103
30,61
61,123
10,21
75,151
96,193
50,101
47,95
51,103
2,5
47,95
99,199
39,79
35,71
27,55
17,35
29,59
67,135
74,149
55,111
71,143
79,159
91,183
54,109
10,21
84,169
23,47
79,159
6,13
80,161
34,69
34,69
80,161
23,47
28,57
56,113
55,111
54,109
36,73
36,73
66,133
5,11
29,59
53,107
69,139
62,125
98,197
41,83
61,123
30,61
31,63
56,113
66,133
57,115
96,193
70,141
100,201
42,85
11,23
72,145
78,157
27,55
91,183
66,133
23,47
48,97
72,145
78,157
27,55
45,91
35,71
29,59
13,27
66,133
60,121
63,127
99,199
81,163
82,165
48,97
51,103
62,125
39,79
46,93
22,45
89,179
97,195
28,57
18,37
12,25
27,55
27,55
86,173
56,113
14,29
65,131
71,143
73,147
59,119
100,201
1,3
4,9
95,191
97,195
99,199
17,35
2,5
31,63
1,3
47,95
45,91
91,183
45,91
48,97
26,53
95,191
43,87
6,13
11,23
89,179
94,189
44,89
1,3
83,167
26,53
56,113
73,147
84,169
32,65
78,157
11,23
10,21
18,37
49,99
88,177
22,45
89,179
95,191
27,55
21,43
59,119
90,181
84,169
68,137
15,31
44,89
39,79
59,119
83,167
67,135
56,113
56,113
56,113
47,95
24,49
99,199
47,95
43,87
27,55
57,115
3,7
76,153
99,199
16,33
61,123
75,151
99,199
88,177
56,113
46,93
54,109
94,189
46,93
12,25
41,83
50,101
32,65
21,43
18,37
37,75
63,127
7,15
55,111
24,49
14,29
56,113
11,23
9,19
8,17
45,91
54,109
54,109
77,155
61,123
31,63
69,139
54,109
85,171
62,125
42,85
57,115
93,187
16,33
57,115
85,171
13,27
10,21
46,93
83,167
91,183
94,189
67,135
59,119
88,177
51,103
87,175
7,15
4,9
92,185
13,27
79,159
80,161
71,143
65,131
73,147
100,201
53,107
86,173
88,177
5,11
83,167
50,101
85,171
96,193
31,63
5,11
59,119
14,29
100,201
47,95
90,181
34,69
82,165
7,15
94,189
68,137
20,41
76,153
96,193
96,193
42,85
25,51
64,129
45,91
19,39
5,11
50,101
96,193
45,91
50,101
11,23
86,173
20,41
60,121
41,83
14,29
96,193
41,83
48,97
90,181
54,109
27,55
62,125
85,171
82,165
55,111
25,51
31,63
2,5
33,67
9,19
89,179
37,75
4,9
78,157
68,137
1,3
32,65
68,137
43,87
71,143
13,27
30,61
6,13
37,75
65,131
62,125
16,33
5,11
61,123
69,139
26,53
49,99
63,127
66,133
51,103
62,125
67,135
58,117
7,15
50,101
49,99
66,133
4,9
96,193
74,149
28,57
57,115
32,65
99,199
56,113
19,39
73,147
42,85
38,77
30,61
53,107
57,115
30,61
15,31
8,17
75,151
22,45
13,27
86,173
53,107
30,61
53,107
20,41
81,163
55,111
87,175
62,125
43,87
50,101
44,89
17,35
1,3
42,85
61,123
83,167
88,177
37,75
12,25
33,67
53,107
6,13
83,167
49,99
52,105
66,133
90,181
83,167
35,71
54,109
7,15
45,91
83,167
64,129
22,45
30,61
52,105
85,171
59,119
34,69
66,133
43,87
20,41
45,91
28,57
79,159
83,167
58,117
31,63
98,197
85,171
64,129
52,105
45,91
65,131
44,89
93,187
71,143
82,165
49,99
41,83
86,173
38,77
61,123
9,19
23,47
38,77
61,123
36,73
86,173
42,85
36,73
84,169
82,165
74,149
54,109
10,21
25,51
77,155
14,29
65,131
25,51
38,77
94,189
31,63
85,171
50,101
11,23
46,93
9,19
53,107
39,79
3,7
37,75
87,175
22,45
29,59
78,157
33,67
82,165
87,175
42,85
70,141
30,61
86,173
84,169
79,159
95,191
75,151
43,87
11,23
6,13
42,85
17,35
67,135
42,85
62,125
78,157
64,129
90,181
90,181
88,177
73,147
4,9
82,165
60,121
10,21
67,135
47,95
32,65
28,57
25,51
72,145
1,3
68,137
12,25
13,27
8,17
31,63
48,97
48,97
9,19
4,9
96,193
47,95
20,41
58,117
80,161
73,147
75,151
45,91
74,149
99,199
21,43
85,171
20,41
84,169
15,31
46,93
31,63
68,137
59,119
57,115
97,195
46,93
26,53
85,171
6,13
49,99
39,79
91,183
47,95
7,15
92,185
9,19
45,91
94,189
31,63
38,77
69,139
47,95
55,111
56,113
63,127
59,119
29,59
37,75
80,161
26,53
37,75
3,7
38,77
77,155
23,47
72,145
46,93
98,197
76,153
4,9
44,89
30,61
50,101
65,131
3,7
8,17
57,115
65,131
21,43
39,79
64,129
20,41
69,139
67,135
41,83
48,97
70,141
70,141
1,3
86,173
44,89
71,143
17,35
99,199
64,129
72,145
68,137
2,5
9,19
45,91
89,179
63,127
90,181
68,137
37,75
46,93
43,87
92,185
27,55
28,57
52,105
15,31
22,45
40,81
67,135
51,103
4,9
16,33
95,191
35,71
26,53
40,81
73,147
64,129
12,25
87,175
25,51
72,145
86,173
49,99
32,65
2,5
42,85
52,105
81,163
24,49
33,67
17,35
68,137
2,5
16,33
40,81
61,123
93,187
63,127
4,9
33,67
10,21
38,77
24,49
21,43
86,173
88,177
82,165
54,109
24,49
77,155
49,99
82,165
66,133
52,105
35,71
44,89
66,133
63,127
94,189
79,159
64,129
59,119
84,169
27,55
72,145
63,127
81,163
50,101
95,191
56,113
94,189
74,149
15,31
29,59
77,155
30,61
11,23
99,199
74,149
46,93
86,173
39,79
7,15
27,55
37,75
24,49
29,59
19,39
17,35
78,157
78,157
87,175
53,107
43,87
84,169
13,27
33,67
9,19
14,29
60,121
66,133
44,89
38,77
39,79
58,117
11,23
10,21
76,153
9,19
48,97
38,77
83,167
19,39
38,77
45,91
16,33
88,177
85,171
19,39
84,169
62,125
8,17
29,59
19,39
47,95
70,141
84,169
68,137
25,51
99,199
98,197
8,17
44,89
27,55
81,163
60,121
44,89
80,161
5,11
11,23
95,191
33,67
26,53
19,39
97,195
97,195
41,83
68,137
22,45
21,43
28,57
79,159
45,91
90,181
49,99
2,5
27,55
31,63
65,131
34,69
4,9
72,145
52,105
9,19
45,91
42,85
36,73
18,37
51,103
84,169
67,135
60,121
74,149
67,135
55,111
73,147
77,155
82,165
86,173
44,89
77,155
3,7
65,131
100,201
44,89
43,87
85,171
68,137
24,49
53,107
21,43
39,79
20,41
49,99
29,59
14,29
24,49
37,75
49,99
87,175
75,151
23,47
34,69
19,39
95,191
24,49
71,143
94,189
99,199
30,61
3,7
48,97
33,67
13,27
2,5
3,7
83,167
91,183
37,75
98,197
33,67
19,39
6,13
61,123
90,181
57,115
80,161
14,29
24,49
66,133
66,133
18,37
6,13
42,85
35,71
45,91
22,45
53,107
17,35
39,79
59,119
77,155
86,173
58,117
60,121
70,141
98,197
73,147
83,167
77,155
37,75
16,33
20,41
7,15
31,63
2,5
71,143
100,201
58,117
8,17
69,139
63,127
45,91
18,37
59,119
92,185
19,39
94,189
9,19
23,47
49,99
83,167
61,123
18,37
90,181
51,103
45,91
30,61
57,115
82,165
50,101
86,173
52,105
43,87
89,179
42,85
86,173
88,177
55,111
66,133
47,95
83,167
84,169
19,39
56,113
50,101
76,153
29,59
54,109
28,57
76,153
79,159
68,137
72,145
29,59
58,117
94,189
85,171
35,71
1,3
33,67
94,189
30,61
84,169
20,41
68,137
3,7
86,173
68,137
74,149
67,135
83,167
28,57
53,107
11,23
43,87
65,131
9,19
20,41
46,93
68,137
40,81
64,129
48,97
46,93
84,169
6,13
50,101
36,73
33,67
76,153
64,129
57,115
60,121
49,99
20,41
88,177
17,35
87,175
78,157
13,27
75,151
63,127
27,55
23,47
95,191
53,107
41,83
7,15
100,201
64,129
20,41
100,201
4,9
50,101
99,199
61,123
57,115
99,199
50,101
74,149
96,193
26,53
4,9
53,107
6,13
39,79
20,41
61,123
55,111
6,13
93,187
13,27
32,65
29,59
24,49
97,195
21,43
6,13
16,33
93,187
86,173
51,103
32,65
46,93
81,163
24,49
67,135
17,35
45,91
59,119
56,113
84,169
9,19
43,87
43,87
88,177
54,109
23,47
100,201
21,43
40,81
67,135
59,119
33,67
36,73
11,23
91,183
45,91
65,131
27,55
99,199
58,117
46,93
52,105
18,37
20,41
8,17
33,67
37,75
64,129
66,133
55,111
95,191
67,135
30,61
91,183
47,95
87,175
40,81
89,179
22,45
11,23
28,57
72,145
6,13
46,93
58,117
48,97
90,181
70,141
30,61
52,105
64,129
11,23
50,101
39,79
45,91
54,109
86,173
49,99
59,119
12,25
59,119
56,113
22,45
38,77
19,39
90,181
55,111
60,121
19,39
90,181
52,105
32,65
30,61
69,139
36,73
92,185
17,35
96,193
7,15
24,49
46,93
92,185
99,199
30,61
3,7
9,19
16,33
11,23
65,131
73,147
14,29
62,125
63,127
17,35
60,121
19,39
43,87
89,179
2,5
29,59
18,37
89,179
99,199
79,159
75,151
50,101
100,201
60,121
62,125
12,25
55,111
6,13
96,193
40,81
48,97
90,181
100,201
57,115
66,133
7,15
57,115
47,95
97,195
9,19
28,57
38,77
6,13
55,111
63,127
40,81
11,23
30,61
23,47
35,71
34,69
42,85
1,3
37,75
51,103
65,131
36,73
49,99
38,77
39,79
38,77
55,111
52,105
9,19
14,29
21,43
94,189
11,23
86,173
42,85
54,109
81,163
76,153
49,99
1,3
94,189
74,149
37,75
27,55
20,41
69,139
18,37
92,185
7,15
9,19
30,61
24,49
2,5
4,9
75,151
53,107
5,11
15,31
90,181
82,165
40,81
60,121
7,15
75,151
2,5
18,37
30,61
21,43
29,59
18,37
20,41
2,5
40,81
29,59
66,133
24,49
59,119
63,127
60,121
38,77
73,147
49,99
4,9
53,107
77,155
11,23
94,189
48,97
12,25
99,199
94,189
12,25
73,147
14,29
65,131
46,93
53,107
41,83
33,67
82,165
15,31
67,135
84,169
71,143
19,39
55,111
32,65
76,153
37,75
100,201
66,133
66,133
77,155
71,143
49,99
78,157
52,105
39,79
58,117
8,17
20,41
22,45
9,19
55,111
4,9
79,159
81,163
9,19
57,115
25,51
86,173
13,27
39,79
41,83
72,145
94,189
41,83
11,23
41,83
7,15
93,187
19,39
64,129
52,105
33,67
24,49
91,183
28,57
62,125
78,157
43,87
97,195
16,33
35,71
44,89
62,125
95,191
51,103
34,69
74,149
1,3
20,41
72,145
26,53
30,61
8,17
19,39
31,63
24,49
55,111
84,169
61,123
32,65
91,183
22,45
68,137
86,173
14,29
61,123
26,53
12,25
42,85
20,41
30,61
68,137
23,47
85,171
45,91
83,167
37,75
67,135
53,107
93,187
4,9
85,171
72,145
97,195
2,5
48,97
43,87
96,193
16,33
21,43
87,175
73,147
59,119
65,131
62,125
21,43
86,173
61,123
76,153
86,173
22,45
93,187
74,149
64,129
92,185
45,91
50,101
48,97
97,195
44,89
75,151
3,7
8,17
9,19
87,175
42,85
43,87
78,157
86,173
48,97
73,147
91,183
83,167
48,97
1,3
13,27
59,119
71,143
8,17
2,5
29,59
96,193
79,159
31,63
43,87
50,101
64,129
22,45
71,143
66,133
96,193
65,131
49,99
62,125
68,137
41,83
83,167
83,167
2,5
80,161
50,101
89,179
88,177
71,143
45,91
5,11
51,103
100,201
34,69
86,173
36,73
20,41
6,13
34,69
29,59
69,139
68,137
54,109
7,15
34,69
71,143
14,29
98,197
20,41
87,175
44,89
19,39
88,177
37,75
12,25
6,13
52,105
96,193
66,133
34,69
57,115
93,187
34,69
100,201
5,11
97,195
92,185
10,21
54,109
23,47
93,187
22,45
99,199
32,65
59,119
43,87
20,41
60,121
82,165
51,103
69,139
84,169
47,95
15,31
21,43
67,135
75,151
86,173
48,97
10,21
39,79
14,29
58,117
1,3
51,103
58,117
58,117
93,187
53,107
71,143
59,119
71,143
62,125
98,197
85,171
56,113
19,39
41,83
85,171
35,71
65,131
67,135
42,85
12,25
64,129
11,23
58,117
57,115
86,173
82,165
17,35
3,7
29,59
89,179
80,161
74,149
18,37
76,153
31,63
25,51
57,115
19,39
14,29
37,75
3,7
97,195
2,5
12,25
93,187
8,17
62,125
71,143
12,25
100,201
15,31
31,63
64,129
91,183
96,193
95,191
31,63
69,139
6,13
79,159
53,107
15,31
17,35
43,87
71,143
94,189
13,27
7,15
62,125
75,151
60,121
82,165
10,21
73,147
57,115
17,35
11,23
47,95
85,171
16,33
30,61
80,161
39,79
40,81
75,151
85,171
99,199
3,7
99,199
70,141
24,49
6,13
58,117
51,103
61,123
24,49
27,55
44,89
29,59
76,153
69,139
75,151
23,47
83,167
56,113
92,185
67,135
48,97
39,79
50,101
9,19
31,63
79,159
67,135
99,199
78,157
74,149
17,35
1,3
48,97
16,33
31,63
1,3
96,193
43,87
44,89
19,39
28,57
68,137
16,33
96,193
10,21
40,81
16,33
30,61
7,15
77,155
18,37
51,103
66,133
24,49
10,21
19,39
2,5
99,199
77,155
17,35
2,5
61,123
42,85
72,145
48,97
67,135
93,187
28,57
35,71
11,23
13,27
15,31
19,39
62,125
98,197
32,65
37,75
42,85
22,45
22,45
59,119
69,139
58,117
91,183
92,185
89,179
85,171
7,15
65,131
72,145
91,183
37,75
55,111
5,11
70,141
43,87
96,193
32,65
14,29
85,171
91,183
58,117
67,135
80,161
69,139
22,45
4,9
11,23
84,169
48,97
10,21
94,189
2,5
17,35
49,99
29,59
91,183
14,29
81,163
97,195
71,143
97,195
18,37
74,149
38,77
58,117
49,99
65,131
36,73
28,57
82,165
6,13
54,109
30,61
80,161
97,195
13,27
3,7
49,99
65,131
91,183
70,141
86,173
29,59
3,7
66,133
48,97
7,15
28,57
15,31
49,99
76,153
86,173
11,23
1,3
41,83
49,99
19,39
81,163
30,61
50,101
42,85
25,51
84,169
57,115
66,133
91,183
84,169
36,73
56,113
14,29
57,115
15,31
20,41
43,87
24,49
34,69
21,43
97,195
44,89
9,19
76,153
94,189
53,107
29,59
67,135
43,87
86,173
91,183
99,199
22,45
78,157
29,59
80,161
73,147
72,145
85,171
35,71
18,37
96,193
6,13
77,155
99,199
18,37
48,97
75,151
59,119
71,143
69,139
95,191
31,63
88,177
54,109
75,151
30,61
9,19
21,43
59,119
84,169
81,163
80,161
97,195
95,191
23,47
99,199
22,45
15,31
65,131
99,199
11,23
15,31
84,169
29,59
62,125
14,29
51,103
61,123
40,81
34,69
82,165
88,177
6,13
42,85
72,145
9,19
69,139
46,93
95,191
29,59
8,17
87,175
1,3
82,165
76,153
18,37
11,23
58,117
1,3
13,27
49,99
47,95
26,53
45,91
49,99
56,113
64,129
100,201
43,87
14,29
12,25
35,71
8,17
34,69
22,45
96,193
53,107
79,159
71,143
1,3
40,81
70,141
41,83
47,95
95,191
35,71
6,13
63,127
63,127
31,63
45,91
81,163
55,111
20,41
21,43
9,19
10,21
100,201
72,145
3,7
74,149
46,93
93,187
90,181
62,125
70,141
36,73
25,51
62,125
34,69
71,143
80,161
39,79
29,59
100,201
17,35
33,67
10,21
44,89
11,23
38,77
11,23
53,107
64,129
67,135
58,117
24,49
62,125
100,201
91,183
94,189
50,101
30,61
15,31
87,175
90,181
3,7
77,155
53,107
41,83
26,53
90,181
50,101
83,167
21,43
37,75
94,189
81,163
41,83
87,175
96,193
30,61
40,81
20,41
53,107
96,193
74,149
27,55
87,175
30,61
86,173
1,3
28,57
74,149
62,125
3,7
51,103
21,43
37,75
56,113
22,45
27,55
17,35
57,115
38,77
29,59
45,91
33,67
44,89
41,83
65,131
95,191
80,161
51,103
53,107
65,131
58,117
1,3
27,55
24,49
40,81
39,79
71,143
50,101
42,85
62,125
35,71
16,33
51,103
30,61
38,77
93,187
58,117
96,193
77,155
67,135
92,185
47,95
34,69
67,135
26,53
31,63
9,19
81,163
100,201
46,93
70,141
64,129
49,99
33,67
27,55
61,123
28,57
7,15
19,39
28,57
98,197
45,91
90,181
18,37
9,19
37,75
54,109
58,117
12,25
51,103
78,157
31,63
87,175
85,171
11,23
65,131
89,179
96,193
64,129
55,111
81,163
39,79
98,197
97,195
50,101
64,129
72,145
22,45
6,13
3,7
41,83
47,95
19,39
65,131
45,91
65,131
76,153
52,105
81,163
44,89
30,61
55,111
91,183
4,9
12,25
66,133
56,113
77,155
81,163
11,23
23,47
13,27
6,13
33,67
27,55
70,141
32,65
78,157
61,123
67,135
79,159
65,131
46,93
14,29
53,107
17,35
26,53
33,67
8,17
43,87
67,135
99,199
27,55
85,171
16,33
81,163
13,27
85,171
66,133
46,93
7,15
6,13
28,57
43,87
13,27
26,53
20,41
44,89
1,3
34,69
90,181
13,27
42,85
47,95
94,189
70,141
76,153
57,115
83,167
48,97
63,127
81,163
28,57
98,197
83,167
61,123
91,183
66,133
14,29
91,183
16,33
26,53
81,163
93,187
19,39
80,161
8,17
14,29
32,65
35,71
88,177
3,7
85,171
40,81
85,171
48,97
100,201
65,131
62,125
77,155
32,65
57,115
63,127
78,157
59,119
49,99
8,17
87,175
29,59
8,17
5,11
77,155
24,49
52,105
8,17
99,199
34,69
63,127
6,13
54,109
100,201
98,197
96,193
56,113
96,193
98,197
90,181
49,99
21,43
39,79
36,73
70,141
73,147
68,137
46,93
77,155
21,43
16,33
59,119
9,19
76,153
93,187
4,9
82,165
38,77
1,3
81,163
84,169
7,15
99,199
81,163
48,97
16,33
33,67
12,25
24,49
94,189
56,113
29,59
51,103
17,35
40,81
42,85
51,103
51,103
19,39
90,181
96,193
17,35
66,133
96,193
67,135
43,87
97,195
2,5
94,189
77,155
19,39
22,45
89,179
48,97
48,97
66,133
54,109
20,41
3,7
46,93
87,175
100,201
39,79
45,91
53,107
46,93
16,33
47,95
58,117
13,27
75,151
20,41
37,75
61,123
83,167
39,79
56,113
80,161
48,97
53,107
8,17
65,131
93,187
100,201
47,95
31,63
64,129
22,45
61,123
4,9
78,157
73,147
13,27
13,27
90,181
50,101
95,191
88,177
15,31
87,175
60,121
52,105
65,131
18,37
68,137
55,111
45,91
56,113
99,199
86,173
95,191
90,181
46,93
65,131
93,187
78,157
5,11
34,69
63,127
49,99
5,11
65,131
18,37
4,9
49,99
77,155
19,39
79,159
82,165
2,5
80,161
87,175
7,15
70,141
54,109
21,43
67,135
40,81
57,115
76,153
73,147
1,3
9,19
79,159
79,159
17,35
97,195
63,127
8,17
49,99
90,181
8,17
64,129
14,29
34,69
12,25
90,181
37,75
37,75
31,63
24,49
71,143
1,3
26,53
46,93
7,15
32,65
86,173
36,73
29,59
50,101
54,109
39,79
6,13
12,25
27,55
87,175
48,97
37,75
52,105
99,199
42,85
40,81
90,181
25,51
52,105
6,13
61,123
32,65
78,157
65,131
96,193
27,55
8,17
14,29
53,107
76,153
39,79
31,63
56,113
72,145
81,163
33,67
4,9
94,189
38,77
37,75
93,187
33,67
61,123
24,49
91,183
90,181
20,41
39,79
33,67
98,197
55,111
69,139
56,113
93,187
25,51
74,149
3,7
59,119
25,51
53,107
83,167
55,111
60,121
39,79
55,111
6,13
16,33
7,15
89,179
99,199
81,163
26,53
18,37
79,159
32,65
37,75
95,191
63,127
61,123
15,31
21,43
66,133
97,195
36,73
93,187
86,173
16,33
76,153
4,9
36,73
87,175
43,87
74,149
37,75
51,103
83,167
28,57
38,77
100,201
57,115
52,105
71,143
5,11
56,113
55,111
41,83
92,185
52,105
89,179
5,11
32,65
82,165
19,39
76,153
92,185
53,107
48,97
41,83
43,87
80,161
55,111
45,91
75,151
13,27
40,81
77,155
24,49
9,19
61,123
54,109
26,53
87,175
34,69
57,115
6,13
98,197
61,123
22,45
39,79
94,189
28,57
35,71
13,27
99,199
23,47
83,167
52,105
65,131
68,137
3,7
61,123
73,147
18,37
43,87
37,75
68,137
19,39
84,169
78,157
28,57
53,107
71,143
97,195
36,73
58,117
53,107
80,161
51,103
65,131
58,117
46,93
72,145
98,197
67,135
29,59
60,121
48,97
43,87
5,11
62,125
42,85
48,97
78,157
29,59
29,59
24,49
74,149
91,183
28,57
16,33
86,173
71,143
59,119
53,107
29,59
47,95
14,29
17,35
75,151
89,179
2,5
3,7
56,113
77,155
70,141
8,17
2,5
58,117
77,155
10,21
67,135
39,79
76,153
1,3
39,79
87,175
65,131
41,83
84,169
31,63
39,79
47,95
54,109
14,29
86,173
100,201
5,11
98,197
89,179
80,161
60,121
76,153
16,33
35,71
37,75
21,43
17,35
94,189
58,117
50,101
23,47
80,161
29,59
65,131
49,99
15,31
73,147
23,47
55,111
63,127
54,109
22,45
4,9
79,159
50,101
3,7
4,9
46,93
11,23
83,167
56,113
28,57
77,155
8,17
28,57
86,173
88,177
72,145
2,5
63,127
20,41
90,181
80,161
10,21
93,187
33,67
66,133
58,117
10,21
62,125
84,169
40,81
61,123
33,67
36,73
29,59
34,69
22,45
56,113
64,129
86,173
40,81
43,87
72,145
89,179
84,169
95,191
20,41
89,179
68,137
38,77
61,123
77,155
7,15
56,113
36,73
97,195
9,19
89,179
3,7
70,141
49,99
41,83
21,43
95,191
77,155
23,47
32,65
47,95
35,71
97,195
63,127
85,171
20,41
12,25
95,191
2,5
10,21
90,181
76,153
1,3
19,39
52,105
24,49
13,27
5,11
3,7
84,169
74,149
49,99
86,173
53,107
64,129
90,181
32,65
39,79
32,65
61,123
93,187
7,15
54,109
23,47
26,53
2,5
45,91
8,17
23,47
46,93
49,99
89,179
41,83
100,201
3,7
97,195
52,105
4,9
64,129
23,47
58,117
52,105
20,41
25,51
38,77
43,87
34,69
38,77
84,169
21,43
87,175
83,167
69,139
56,113
96,193
11,23
12,25
53,107
54,109
18,37
3,7
19,39
17,35
55,111
31,63
89,179
83,167
16,33
7,15
51,103
3,7
96,193
61,123
3,7
32,65
34,69
14,29
92,185
5,11
42,85
24,49
91,183
45,91
23,47
70,141
65,131
97,195
99,199
3,7
26,53
64,129
82,165
75,151
43,87
91,183
5,11
13,27
2,5
37,75
82,165
95,191
85,171
88,177
100,201
89,179
35,71
35,71
22,45
30,61
79,159
53,107
4,9
72,145
54,109
98,197
29,59
26,53
56,113
5,11
